RequirementName,Overflow,Memory corruption,SQL injection,XSS,Directory Traversal,File inclusion,CSRF,XXE,SSRF,Open redirect,Input validation,Code execution,Bypass,Privilege Escalation,Denial of Service,Information Leak
"Requirement that the MANUFACTURER shall conduct design reviews to identify, characterize, and track to closure THREATS and their ability to exploit VULNERABILITIES in PRODUCT interfaces, TRUST BOUNDARIES, and ASSETS",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall conduct design reviews to identify, document, and characterize detailed design best practices that were not followed",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacturer shall conduct pre-deployment testing; installation, configuration, and integration on deployment phase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall conduct SOFTWARE COMPOSITION ANALYSIS on all binary executable files including embedded firmware, to be used with HEALTH SOFTWARE and delivered by a third-party supplier",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the MANUFACTURER shall conduct Static Code Analysis (SCA) for source code to determine secure coding errors, using the secure coding standard for the supported programming language, supported by tools or code inspections",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the manufacturer shall consider whether there should be backups of firmware, configuration, device clinical data or patient data",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall control SECURITY risks and, when necessary, implement compensating controls external to HEALTH SOFTWARE, documented in secure operation guidelines (gap closure activities)",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the MANUFACTURER shall create and execute adequate testing for each mitigation implemented to address a specific THREAT, to ensure that the mitigation works as designed",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the manufacturer shall deploy mitigations, updates, and patches on operation phase",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the manufacturer shall design the device identifier to be bound to a certificate, if the device uses cryptography",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Requirement that the manufacturer shall desing trust relationships to include authentication, identity, context, authorization, audit",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Requirement that the manufacturer shall disclose connectivity troubleshooting information in the accompanying documentation, if applicable",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacturer shall document standard, method and tools in the software development plan",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall document the architecture resulting from transforming the software requirements, in the software architectural design",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall establish a process using threat modeling to manage security risks, identify vulnerabilities, assess threats, and monitor risk controls considering the software s intended use",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the MANUFACTURER shall establish activities to enable reporting of VULNERABILITIES from internal entities, external entities, or the complaint-handling system",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall establish an ACTIVITY (or ACTIVITIES) for conducting design reviews to identify, characterize and track to closure WEAKNESSES associated with each significant revision of the secure design",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall establish an activity (or activities) to investigate vulnerabilities in a timely manner to determine their applicability to the product, verifiability, and related threats",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall establish an ACTIVITY (or ACTIVITIES) to provide an INTEGRITY VERIFICATION mechanism for all scripts, executables and other SECURITY-relevant files used with a HEALTH SOFTWARE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall establish an ACTIVITY (or ACTIVITIES) to review any changes to the design or implementation for impact on SAFETY, SECURITY and effectiveness",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall establish an ACTIVITY for a periodic review of open security-related issues to ensure they are addressed appropriately, with the review occurring at least during each product release",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the MANUFACTURER shall establish an activity for assessing the impact of vulnerabilities based on a vulnerability scoring system, such as CVSS",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall establish an activity for identifying all other products or product versions containing the security-related issue, if any",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the MANUFACTURER shall establish LIFE CYCLE ACTIVITIES, consistent with a commonly accepted product development process, including PRODUCT description and requirements definition with requirements TRACEABILITY",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall establish LIFE CYCLE ACTIVITIES, consistent with a commonly accepted product development process, including software or hardware design and implementation practices, such as modular design",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall establish LIFE CYCLE ACTIVITIES, from conception to decommissioning, consistent with a commonly accepted product development process, including configuration management with change controls and change history",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall establish LIFE CYCLE ACTIVITIES, from conception to decommissioning, consistent with a commonly accepted product development process, including PRODUCT support",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall establish LIFE CYCLE ACTIVITIES, from conception to decommissioning, consistent with a commonly accepted product development process, including repeatable testing VERIFICATION and VALIDATION PROCESS",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall establish LIFE CYCLE ACTIVITIES, from conception to decommissioning, consistent with a commonly accepted product development process, including review and approval of all development PROCESS records",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall establish LIFE CYCLE ACTIVITIES, from conception to decommissioning, consistent with a commonly accepted product development process, including SECURITY updates and patching for HEALTH SOFTWARE",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall establish risk-based controls to protect the IT infrastructure used for development, production, maintenance from unauthorized access, corruption,  deletion, including during design, updates, release of health sw",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall estimate the risk of identified VULNERABILITIES, considering their impact on CYBERSECURITY, using scoring systems like CVSS, MITRE, or other suitable likelihood-severity schemes",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall examine THREATS and their ability to exploit implementation interfaces, TRUST BOUNDARIES, and ASSETS",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the MANUFACTURER shall identify and document any parts of the secure coding standards that were not followed during implementation, including the use of banned functions or failure to apply the principle of least privilege",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE
"Requirement that the MANUFACTURER shall identify as part of the design the SECURITY CAPABILITIES and-or compensating mechanisms used to safeguard the interface and the ASSETS, including run-time VALIDATION of inputs and handling outputs and errors",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall identify as part of the design the SECURITY roles, privileges-rights, and access control permissions needed to use the interface and access the ASSETS",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Requirement that the manufacturer shall identify key processes, documentation, and tools on pre-procurement phase",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacturer shall identify the enabling systems or services such as operating environment(s), including hardware and software platforms",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacturer shall identify, assess and mitigate any risk from pairing a new combination of devices",TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the manufacturer shall implement, document and monitor safety",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacturer shall include the name and contact information, including the website, of the MANUFACTURER in the accompanying documents",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacturer shall make the personal information gathered by the devices available to the patient, or other authenticated end-users on-demand in a digital form",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Requirement that the manufacturer shall make the system to have redundancy to avoid a single point of failure, or single fault condition that enables notification to the end-user",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE
"Requirement that the manufacturer shall make the system to store critical and security log files for at least 7 years, or until the system or user exports them to external storage",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacturer shall make the system to store log files of all critical actions and events, along with the date and time",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacturer shall make the system to verify that data stored on the device, near the device, or on the remote server, is consistent with expected values and not corrupted",FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacturer shall monitor for and manage security incidents, and report as needed on operation phase",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the manufacturer shall not use methods forbidden by NIST SP 800-131A, ISO/IEC 19790:2012 and ISO/IEC 24759:2014",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the MANUFACTURER shall perform  closed box  scanning to detect known VULNERABILITIES in hardware, host, interfaces, or SOFTWARE ITEMS",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the MANUFACTURER shall perform abuse case testing, including fuzz testing and network traffic load testing, on all external interfaces and protocols to uncover SECURITY issues",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"Requirement that the manufacturer shall perform authenticity checks on all credentials, passwords, and certificates used to access secured material on the device",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Requirement that the MANUFACTURER shall perform boundary-edge condition, stress, and malformed or unexpected input tests with potential SECURITY consequences based on the INTENDED ENVIRONMENT OF USE",TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE
"Requirement that the MANUFACTURER shall perform implementation reviews to identify and resolve all SECURITY-related issues, focusing on SECURITY requirements that were not adequately addressed",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the MANUFACTURER shall periodically review activities to assess security-related issues managed since the last review, ensuring the management process was complete, efficient, and resolved security issues",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the manufacturer shall provide authentication of the device to the backend, gateway, or another system",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE
"Requirement that the manufacturer shall provide detailed installation, provisioning, troubleshooting and deprovisioning instructions",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the MANUFACTURER shall select appropriate mitigations for RISK CONTROLS, assess if they introduce or increase other risks, implement the mitigations, and verify their effectiveness",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacturer shall select appropriate VALIDATION methods, input information, and associated acceptance criteria",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacturer shall store security log files of all security-related events, along with the date and time",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacturer should define thresholds based on the device type, use case and primary function",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacturer should detect unauthorized, expired, or reused accessories if their use could impact patient safety",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacturer should generate factory passwords with a mechanism that reduces the risk of automated attack, with at least characters in length",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,TRUE
"Requirement that the MANUFACTURER should include in the PRODUCT requirements the SECURITY options, including removal of default passwords, used to install, configure, operate and maintain the PRODUCT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE
"Requirement that the MANUFACTURER should include in the PRODUCT requirements the SECURITY privileges required to install, operate, and maintain the PRODUCT",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE
"Requirement that the manufacturer should meet component identification, and track and traceability",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the manufacurer shall perform regular reviews of changes in usage, healthcare practice or laws",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the operator shall disconnect a device from existing system, if re-using the device in outside organization",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Requirement that the operator shall disconnect a device from existing system, if re-using the device in same organization",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Requirement that the operator shall disconnect device from existing interfaces, if re-using the device in outside organization",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Requirement that the operator shall disconnect device from existing interfaces, if re-using the device in same organization",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Requirement that the operator shall follow best practices for on-boarding device, if re-using the device in same organization",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the operator shall remove any credentials, certificates and identity-specific from the device, if re-using the device in outside organization",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE
"Requirement that the operator shall remove any site-specific configuration, if re-using the device in same organization",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Requirement that the operator shall remove any site-specific configuration, if re-using the device outside the organization",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Requirement that the organization shall apply commonly accepted frameworks, guidance, standards, models, and practices",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the organization shall conduct risk assessments of the devices, operating environments, ecosystems, and use cases using well-known frameworks",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the organization shall direct, monitor and review the activities related to outsourced system development",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the organization shall establish, document, maintain and apply principles for engineering secure systems",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the organization shall identify, implement and monitor security mechanisms for network services",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the organization shall identify, specify and approve information security requirements",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the organization shall implement secure exchange of clinical, identification and technical information between devices and systems",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Requirement that the organization shall plan, implement and control the processes for information security requirements",TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE
"Requirement that the organization shall process lawfully the data, and keep it in a identified state no longer than necessary",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Requirement that the organization shall select, protect and manage test information",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the organization shall separate and secure the development, testing and production environment",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the organization should document evidence determination, selection, acceptability and sharing",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the organization should have the ability to collaborate with vulnerability finders and reporters to verify, reproduce, and remediate the discovered issues",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the owner shall connect devices not requirering existing sytems, to isolated networks for configuration",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the Privacy Manager shall provide clear and transparent information regarding any personal information, including PII and PHI used",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
"Requirement that the solution provider shall develop and deploy guidelines for people, process and technology",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"Requirement that the solution provider shall document, maintain and archive proccess outputs",FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
